rv,gene_name,mtbc0,h37rv_product,mycobrowser_product,mycobrowser_function,mycobrowser_ec,was_unknown_in_mycobrowser,atlas_verdict,atlas_confidence,atlas_function,atlas_ec,novelty,ahead_of_mycobrowser,ahead_via,ec_vs_mycobrowser,annotation_route,swissprot_curated,functional_basis,support_evidence,n_references
Rv3349c,,-,transposase,Probable transposase,Possibly involved in the transposition of the insertion sequence IS1561'.,,0,requalified,high,Transposase. Pfam: DDE_Tnp_ISL3 (PF01610.24).,,confirmed,0,,,orthology (eggNOG),0,eggNOG;Pfam;Foldseek;STRING,pseudogene-candidate,0
Rv3350c,PPE56,-,PPE family protein PPE56,PPE family protein PPE56,Function unknown,,0,family_assigned,medium,"PPE family protein PPE56. Pfam: PPE (PF00823.26), Pentapeptide_2 (PF01469.25).",,confirmed,0,,,orthology (eggNOG),0,eggNOG;Pfam;Foldseek;STRING,purifying-selection,0
Rv3351c,,-,hypothetical protein,Conserved hypothetical protein,Function unknown,,1,family_assigned,medium,Contains BBE (PF08031.18) domain(s); putative function inferred from the domain architecture.,,new_family_or_domain,1,COG category,,orthology (eggNOG),0,eggNOG;Pfam;Foldseek;STRING,,0
Rv3352c,,-,oxidoreductase,Possible oxidoreductase,Function unknown; probably involved in cellular metabolism.,1.-.-.-,0,requalified,high,Oxidoreductase. Pfam: FAD_binding_4 (PF01565.29).,,confirmed,0,,,orthology (eggNOG),0,eggNOG;Pfam;Foldseek;STRING,,0
Rv3353c,,mtbc0_003568,hypothetical protein,Conserved hypothetical protein,Function unknown,,1,requalified,medium,Oxidoreductase.,,new_function,1,COG category;requalified function,,orthology (eggNOG),0,eggNOG;Foldseek;STRING,MS-detected,0
Rv3354,,mtbc0_003569,hypothetical protein,Conserved hypothetical protein,Function unknown,,1,requalified,high,"Secreted protein kinase effector that targets the host COP9 signalosome to suppress apoptosis. RefSeq leaves it 'hypothetical'. Rv3354 is secreted into mononuclear phagocytes and is required for virulence; it targets the JAMM metalloprotease domain of COP9-signalosome subunit 5 (CSN5), destabilising cullin-RING ubiquitin-ligase activity and suppressing apoptosis (Danelishvili 2014). A secreted protein with a signal sequence conserved in M. leprae.",,new_function,1,requalified function,,curation/synthesis,0,eggNOG;Pfam;Foldseek;STRING;phenotype,MS-detected,1
Rv3355c,,mtbc0_003570,integral membrane protein,Probable integral membrane protein,Function unknown,,0,dark,low,Conserved hypothetical protein; DUF domain(s) DUF3017. Function unknown.,,still_unknown,0,,,unknown,0,eggNOG;Pfam;Foldseek;STRING,purifying-selection,0
Rv3356c,folD,-,bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase,Probable bifunctional protein FolD: methylenetetrahydrofolate dehydrogenase + methenyltetrahydrofolate cyclohydrolase,"Necessary for the biosynthesis of purines, thymydylate, methionine, histidine, pantothenate, and formyl tRNA-met [catalytic activity: 5,10-methylenetetrahydrofolate + NADP(+) = 5,10-methenyltetrahydrofolate + NADPH] [catalytic activity: 5,10-methenyltetrahydrofolate + H(2)O = 10-formyltetrahydrofolate].",1.5.1.5;3.5.4.9,0,requalified,high,"Bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase. Pfam: THF_DHG_CYH (PF00763.29), THF_DHG_CYH_C (PF02882.26).",1.5.1.5;3.5.4.9,confirmed,0,,agree,literature (SwissProt-curated),1,eggNOG;SwissProt;Pfam;Foldseek;PDB;STRING,essential;vulnerable;MS-detected,0
Rv3357,relJ,mtbc0_003572,antitoxin RelJ,Antitoxin RelJ,Function unknown,,0,requalified,high,Type II toxin-antitoxin system antitoxin RelJ. Pfam: PhdYeFM_antitox (PF02604.27).,,confirmed,0,,,literature (SwissProt-curated),1,eggNOG;SwissProt;Pfam;Foldseek;PDB;STRING,purifying-selection;MS-detected,0
Rv3358,relK,mtbc0_003573,toxin RelK,Toxin RelK,Function unknown,3.1.-.-,0,family_assigned,medium,Txe/YoeB family addiction module toxin. Pfam: YoeB_toxin (PF06769.21).,3.1.-.-,confirmed,0,,agree,literature (SwissProt-curated),1,eggNOG;SwissProt;Pfam;Foldseek;PDB;STRING,MS-detected,0
Rv3359,,mtbc0_003574,oxidoreductase,Possible oxidoreductase,Function unknown; probably involved in cellular metabolism.,1.-.-.-,0,requalified,high,NADH:flavin oxidoreductase. Pfam: Oxidored_FMN (PF00724.27).,1.8.1.20,ec_reclassified,0,,reclassified,orthology (eggNOG),0,eggNOG;Pfam;Foldseek;STRING,purifying-selection;MS-detected,0
Rv3360,,mtbc0_003575,hypothetical protein,Conserved hypothetical protein,Function unknown,,1,family_assigned,medium,FHA domain-containing protein. Pfam: FHA (PF00498.32).,,new_family_or_domain,1,COG category,,orthology (eggNOG),0,eggNOG;Pfam;Foldseek;STRING,purifying-selection;pseudogene-candidate;MS-detected,0
Rv3361c,mfpA,mtbc0_003576,hypothetical protein,Conserved protein,Function unknown,,1,requalified,high,"Pentapeptide repeat protein MfpA. Pfam: Pentapeptide_3 (PF13576.13), Pentapeptide (PF00805.29).",,new_function,1,curated function (UniProt);requalified function,,literature (SwissProt-curated),1,eggNOG;SwissProt;Pfam;Foldseek;STRING,purifying-selection;MS-detected,0
Rv3362c,,mtbc0_003577,ATP/GTP-binding protein,Probable ATP/GTP-binding protein,Function unknown,,1,family_assigned,medium,ATP/GTP-binding protein. Pfam: ATP_bind_1 (PF03029.24).,,new_family_or_domain,0,,,orthology (eggNOG),0,eggNOG;Pfam;Foldseek;STRING,MS-detected,0
Rv3363c,,mtbc0_003578,hypothetical protein,Conserved hypothetical protein,Function unknown,,1,family_assigned,medium,"MarR-family DNA-binding transcriptional regulator (eggNOG COG1846, transcription COG category K). A winged-HTH transcriptional regulator; regulon undetermined.",,new_family_or_domain,1,COG category,,orthology (eggNOG),0,eggNOG;Pfam;Foldseek;STRING,MS-detected,0
Rv3364c,,mtbc0_003579,hypothetical protein,Conserved protein,Function unknown,,1,requalified,high,Serine protease inhibitor. Pfam: Robl_LC7 (PF03259.24).,,new_function,1,curated function (UniProt);requalified function,,literature (SwissProt-curated),1,eggNOG;SwissProt;Pfam;Foldseek;PDB;STRING,MS-detected,0
Rv3365c,,mtbc0_003580,hypothetical protein,Conserved protein,Function unknown,,1,requalified,high,"Sensor histidine kinase. Pfam: DUF8316 (PF26990.1), HATPase_c (PF02518.32).",2.7.13.3,new_function,1,EC number;COG category;requalified function,,curation/synthesis,0,eggNOG;Pfam;Foldseek;STRING;phenotype,MS-detected,0
Rv3366,spoU,mtbc0_003581,tRNA/rRNA methylase SpoU,Probable tRNA/rRNA methylase SpoU (tRNA/rRNA methyltransferase),Causes methylation,2.1.1.-,0,requalified,high,TRNA (cytidine(34)-2'-O)-methyltransferase. Pfam: SpoU_methylase (PF00588.25).,2.1.1.207,ec_reclassified,0,,reclassified,orthology (eggNOG),0,eggNOG;UniProt;Pfam;Foldseek;STRING,MS-detected,0
Rv3367,PE_PGRS51,-,PE-PGRS family protein PE_PGRS51,PE-PGRS family protein PE_PGRS51,Function unknown,,0,family_assigned,medium,"PE-PGRS family protein PE_PGRS51. Pfam: PE (PF00934.26), PGRS (PF21526.3).",,confirmed,0,,,orthology (eggNOG),0,eggNOG;Pfam;Foldseek;STRING,,0
Rv3368c,,mtbc0_003583,oxidoreductase,Possible oxidoreductase,Function unknown; probably involved in cellular metabolism,1.-.-.-,0,family_assigned,medium,Nitroreductase family protein. Pfam: Nitroreductase (PF00881.30).,,confirmed,0,,,orthology (eggNOG),0,eggNOG;Pfam;Foldseek;STRING,purifying-selection;MS-detected,0
Rv3369,,-,hypothetical protein,Conserved protein,Function unknown,,1,family_assigned,medium,Contains PNPOx_N (PF01243.28) domain(s); putative function inferred from the domain architecture.,,new_family_or_domain,0,,,orthology (eggNOG),0,eggNOG;Pfam;Foldseek;STRING,purifying-selection;MS-detected,0
Rv3370c,dnaE2,-,error-prone DNA polymerase,Probable DNA polymerase III (alpha chain) DnaE2 (DNA nucleotidyltransferase),"DNA polymerase III is a complex, multichain enzyme responsible for most of the replicative synthesis in bacteria. The alpha chain is the DNA polymerase. [catalytic activity: N deoxynucleoside triphosphate = N pyrophosphate + DNA(N)].",2.7.7.7,0,requalified,high,"Error-prone DNA polymerase. Pfam: PHP (PF02811.27), DNA_pol3_alpha (PF07733.19), DNA_pol3_finger (PF17657.7), HHH_6 (PF14579.13), tRNA_anti-codon (PF01336.32).",2.7.7.7,confirmed,0,,agree,literature (SwissProt-curated),1,eggNOG;SwissProt;Pfam;Foldseek;STRING,,0
Rv3371,,mtbc0_003586,diacyglycerol O-acyltransferase,Possible triacylglycerol synthase (diacylglycerol acyltransferase),May be involved in synthesis of triacylglycerol,2.3.1.20,0,requalified,high,"Diacylglycerol O-acyltransferase. Pfam: WS_DGAT_cat (PF03007.22), WS_DGAT_C (PF06974.19).",2.3.1.20,confirmed,0,,agree,literature (SwissProt-curated),1,eggNOG;SwissProt;Pfam;Foldseek;STRING,MS-detected,0
Rv3372,otsB2,mtbc0_003587,trehalose 6-phosphate phosphatase,Trehalose 6-phosphate phosphatase OtsB2 (trehalose-phosphatase) (TPP),Involved in osmoregulatory trehalose biosynthesis. Mycobacteria can produce trehalose from glucose 6-phosphate and UDP-glucose (the OtsA-OtsB pathway) from glycogen-like alpha(1-->4)-linked glucose polymers (the TreY-TreZ pathway) and from maltose (the TreS pathway) [catalytic activity: trehalose 6-phosphate + H(2)O = trehalose + orthophosphate].,3.1.3.12,0,requalified,high,Trehalose-phosphatase. Pfam: Trehalose_PPase (PF02358.23).,3.1.3.12,confirmed,0,,agree,literature (SwissProt-curated),1,eggNOG;SwissProt;Pfam;Foldseek;PDB;STRING,essential;MS-detected,0
Rv3373,echA18,-,enoyl-CoA hydratase,Probable enoyl-CoA hydratase EchA18 (enoyl hydrase) (unsaturated acyl-CoA hydratase) (crotonase),Could possibly oxidize fatty acids using specific components [catalytic activity: (3S)-3-hydroxyacyl-CoA = trans-2(or 3)-enoyl-CoA + H(2)O].,4.2.1.17,0,requalified,high,"Enoyl-CoA hydratase. Pfam: ECH_1 (PF00378.26), ECH_2 (PF16113.11).",4.2.1.17,confirmed,0,,agree,orthology (eggNOG),0,eggNOG;UniProt;Pfam;Foldseek;STRING,MS-detected,0
Rv3375,amiD,mtbc0_003590,amidase,Probable amidase AmiD (acylamidase) (acylase),Involved in cellular metabolism [catalytic activity: a monocarboxylic acid amide + H(2)O = a monocarboxylate + NH(3)].,3.5.1.4,0,requalified,high,Amidase. Pfam: Amidase (PF01425.27).,3.5.1.4;6.3.5.6;6.3.5.7,confirmed,0,,agree,literature (SwissProt-curated),1,eggNOG;SwissProt;Pfam;Foldseek;STRING,purifying-selection;MS-detected,0
Rv3376,,mtbc0_003591,phosphatase,Conserved hypothetical protein,Function unknown,,1,family_assigned,medium,"HAD family phosphatase. Pfam: Hydrolase (PF00702.33), HAD_2 (PF13419.13), Hydrolase_like (PF13242.13).",3.1.-.-;3.1.3.10,new_family_or_domain,1,curated function (UniProt);EC number,,literature (SwissProt-curated),1,eggNOG;SwissProt;Pfam;Foldseek;STRING,purifying-selection;MS-detected,0
Rv3377c,,mtbc0_003592,type B diterpene cyclase,Halimadienyl diphosphate synthase,"Produces halimadienyl diphosphate (tuberculosinyl diphosphate) from geranylgeranyl diphosphate (GGPP) [catalytic activity: geranylgeranyl diphosphate = halima-5(6),13-DIEN-15-YL diphosphate]",5.5.1.16,0,requalified,high,Type B diterpene cyclase. Pfam: SQHop_cyclase_C (PF13243.13).,5.5.1.16,confirmed,0,,agree,literature (SwissProt-curated),1,eggNOG;SwissProt;Pfam;Foldseek;PDB;STRING,pseudogene-candidate;MS-detected,0
Rv3378c,,mtbc0_003593,diterpene synthase,Diterpene synthase,Produces isotuberculosinol (nosyberkol) from halimadienyl diphosphate. Production of tuberculosinol has also been shown by some.,,0,requalified,medium,Diterpene synthase.,2.5.1.153;3.1.7.12;3.1.7.8;3.1.7.9,confirmed,0,,,literature (SwissProt-curated),1,eggNOG;SwissProt;Foldseek;PDB;STRING,MS-detected,0
Rv3379c,dxs2,-,1-deoxy-D-xylulose-5-phosphate synthase,Probable 1-deoxy-D-xylulose 5-phosphate synthase Dxs2 (1-deoxyxylulose-5-phosphate synthase) (DXP synthase) (DXPS),"Catalyzes the acyloin condensation reaction between C atoms 2 and 3 of pyruvate and glyceraldehyde 3-phosphate to yield 1-deoxy-D-xylulose-5-phosphate (DXP). Possibly involved in deoxyxylulose-5-phosphate pathway (DXP) of isoprenoid biosynthesis (at the first step), and biosynthetic pathway to thiamine andpyridoxol (at the first step).",2.2.-.-,0,requalified,high,"1-deoxy-D-xylulose-5-phosphate synthase. Pfam: DXP_synthase_N (PF13292.12), Transket_pyr (PF02779.30), Transketolase_C (PF02780.26).",2.2.1.7,ec_reclassified,0,,reclassified,orthology (eggNOG),0,eggNOG;Pfam;Foldseek;STRING,MS-detected,0
Rv3382c,,-,4-hydroxy-3-methylbut-2-enyl diphosphate reductase,Probable LYTB-related protein LytB1,"Unknown. Possibly involved in drug/antibiotic tolerance. In other organisms, LYTB product is involved in penicillin tolerance and control of the stringent response.",1.17.1.2,0,requalified,high,4-hydroxy-3-methylbut-2-enyl diphosphate reductase. Pfam: LYTB (PF02401.24).,1.17.7.4,ec_reclassified,0,,reclassified,literature (SwissProt-curated),1,eggNOG;SwissProt;Pfam;Foldseek;STRING,MS-detected,0
Rv3383c,idsB,mtbc0_003596,polyprenyl synthetase IdsB,Possible polyprenyl synthetase IdsB (polyprenyl transferase) (polyprenyl diphosphate synthase),"Involved in biosynthesis of membrane ether-linked lipids. Catalyzes the trans-addition of the three molecules of IPP onto DMAPP to form geranylgeranyl pyrophosphate which is a precursor of the ether-linked lipids. Catalyze the consecutive condensation of homoallylic diphosphate of isopentenyl diphosphates (IPP, C5) with allylic diphosphates to synthesize prenyl diphosphates of various chain length",2.5.1.-,0,family_assigned,medium,Polyprenyl synthetase family protein. Pfam: polyprenyl_synt (PF00348.23).,2.5.1.1;2.5.1.10;2.5.1.29,ec_reclassified,0,,reclassified,literature (SwissProt-curated),1,eggNOG;SwissProt;Pfam;Foldseek;STRING,MS-detected,0
Rv3384c,vapC46,mtbc0_003597,ribonuclease VapC46,Possible toxin VapC46. Contains PIN domain.,,,0,family_assigned,medium,Type II toxin-antitoxin system VapC family toxin. Pfam: PIN (PF01850.28).,3.1.-.-,confirmed,0,,,literature (SwissProt-curated),1,eggNOG;SwissProt;Pfam;Foldseek;STRING,purifying-selection;MS-detected,0
Rv3385c,vapB46,-,antitoxin VapB46,Possible antitoxin VapB46,,,0,requalified,high,Antitoxin VapB46. Pfam: PhdYeFM_antitox (PF02604.27).,,confirmed,0,,,literature (SwissProt-curated),1,eggNOG;SwissProt;Pfam;Foldseek;PDB;STRING,purifying-selection;MS-detected,0
Rv3386,,-,transposase,Possible transposase,Involved in the transposition of the insertion sequence IS1560.,,0,requalified,medium,Transposase.,,confirmed,0,,,orthology (eggNOG),0,eggNOG;Pfam;Foldseek;STRING,purifying-selection,0
Rv3387,,-,transposase,Possible transposase,Involved in the transposition of the insertion sequence IS1560.,,0,requalified,high,Transposase. Pfam: DDE_Tnp_1 (PF01609.28).,,confirmed,0,,,orthology (eggNOG),0,eggNOG;Pfam;Foldseek;STRING,,0
Rv3388,PE_PGRS52,-,PE-PGRS family protein PE_PGRS52,PE-PGRS family protein PE_PGRS52,Function unknown,,0,family_assigned,medium,"PE-PGRS family protein PE_PGRS52. Pfam: PE (PF00934.26), PGRS (PF21526.3).",,confirmed,0,,,orthology (eggNOG),0,eggNOG;Pfam;Foldseek;STRING,MS-detected,0
Rv3389c,htdY,mtbc0_003601,3-hydroxyacyl-thioester dehydratase HtdY,Probable 3-hydroxyacyl-thioester dehydratase HtdY,Involved in fatty acid synthesis type II (fas-II),1.-.-.-,0,requalified,high,"3-hydroxyacyl-thioester dehydratase HtdY. Pfam: MFE-2_hydrat-2_N (PF22622.3), MaoC_dehydratas (PF01575.26).",4.2.1.-;4.2.1.119,ec_disagreement,0,,differ,literature (SwissProt-curated),1,eggNOG;SwissProt;Pfam;Foldseek;PDB;STRING,MS-detected,0
Rv3390,lpqD,mtbc0_003602,lipoprotein LpqD,Probable conserved lipoprotein LpqD,,,0,family_assigned,medium,Histidine phosphatase family protein. Pfam: His_Phos_1 (PF00300.28).,,confirmed,0,,,orthology (eggNOG),0,eggNOG;Pfam;Foldseek;STRING,purifying-selection;MS-detected,0
Rv3391,acrA1,mtbc0_003603,acyl-CoA-reductase AcrA,Possible multi-functional enzyme with acyl-CoA-reductase activity AcrA1,Function unknown; involved in cellular metabolism,1.2.1.-,0,family_assigned,medium,"SDR family oxidoreductase. Pfam: Epimerase (PF01370.28), NAD_binding_4 (PF07993.19), GDP_Man_Dehyd (PF16363.12), NAD_binding_10 (PF13460.13), adh_short (PF00106.32), KR (PF08659.17), adh_short_C2 (PF13561.13).",,confirmed,0,,,orthology (eggNOG),0,eggNOG;Pfam;Foldseek;STRING,purifying-selection;MS-detected,0
Rv3392c,cmaA1,mtbc0_003604,cyclopropane mycolic acid synthase CmaA,Cyclopropane-fatty-acyl-phospholipid synthase 1 CmaA1 (cyclopropane fatty acid synthase) (CFA synthase) (cyclopropane mycolic acid synthase 1),"Has cyclopropane function. Transfers a methylene group from S-adenosyl-L-methionine to the cis double bond of an unsaturated fatty acid chain resulting in the replacement of the double bond with a methylene bridge. Mycolic acids, which represent the major constituent of mycobacterial cell wall complex, act as substrates [catalytic activity: S-adenosyl-L-methionine + phospholipidolefinic fatty acid",2.1.1.79,0,requalified,high,"Cyclopropane mycolic acid synthase CmaA1. Pfam: CMAS (PF02353.27), Methyltransf_23 (PF13489.13), Methyltransf_25 (PF13649.13), Methyltransf_12 (PF08242.19), Methyltransf_11 (PF08241.19).",2.1.1.79,confirmed,0,,agree,literature (SwissProt-curated),1,eggNOG;SwissProt;Pfam;Foldseek;PDB;STRING,purifying-selection;MS-detected,0
Rv3393,iunH,mtbc0_003605,nucleoside hydrolase,Probable nucleoside hydrolase IunH (purine nucleosidase),"Involved in purine salvage. Catalyzes the hydrolysis of all of the commonly occurring purine and pyrimidine nucleosides into ribose and the associated base, and could have a preference for inosine and uridine as substrates [catalytic activity: a N-D-ribosylpurine + H(2)O = a purine + D- ribose].",3.2.2.1,0,requalified,high,Nucleoside hydrolase IunH. Pfam: IU_nuc_hydro (PF01156.25).,3.2.2.1,confirmed,0,,agree,orthology (eggNOG),0,eggNOG;Pfam;Foldseek;STRING,MS-detected,0
Rv3394c,,mtbc0_003606,hypothetical protein,Conserved hypothetical protein,Function unknown,,1,family_assigned,medium,DNA polymerase Y family protein. Pfam: IMS (PF00817.26).,,new_family_or_domain,1,COG category,,orthology (eggNOG),0,eggNOG;Pfam;Foldseek;STRING,MS-detected,0
Rv3395A,,-,membrane protein,Probable membrane protein,,,0,family_assigned,low,Membrane protein.,,confirmed,0,,,orthology (eggNOG),0,eggNOG;Foldseek;STRING,MS-detected,0
Rv3395c,,mtbc0_003607,hypothetical protein,Conserved hypothetical protein,Function unknown,,1,family_assigned,medium,"Contains MT3502_N (PF27531.1), Rv3395c_C (PF27314.1) domain(s); putative function inferred from the domain architecture.",,new_family_or_domain,0,,,literature (SwissProt-curated),1,eggNOG;SwissProt;Pfam;Foldseek;STRING,MS-detected,0
Rv3396c,guaA,mtbc0_003609,GMP synthase,Probable GMP synthase [glutamine-hydrolyzing] GuaA (glutamine amidotransferase) (GMP synthetase),Involved in GMP biosynthesis [catalytic activity: ATP + xanthosine 5'-phosphate + L-glutamine + H(2)O = AMP + pyrophosphate + GMP + L-glutamate].,6.3.5.2,0,requalified,high,"Glutamine-hydrolyzing GMP synthase. Pfam: GATase (PF00117.35), Peptidase_C26 (PF07722.20), NAD_synthase (PF02540.24), GMP_synt_C (PF00958.28).",6.3.5.2,confirmed,0,,agree,literature (SwissProt-curated),1,eggNOG;SwissProt;Pfam;Foldseek;STRING,essential;vulnerable;purifying-selection;MS-detected,0
Rv3397c,phyA,mtbc0_003610,phytoene synthase,Probable phytoene synthase PhyA,Involved in carotenoid biosynthesis and in astaxanthin biosynthetic pathway. Catalyses the reaction from prephytoene diphosphate to phytoene [catalytic activity 1: 2 geranylgeranyl diphosphate = pyrophosphate + prephytoene diphosphate] [catalytic activity 2: prephytoene diphosphate = pyrophosphate + phytoene].,2.5.1.32,0,requalified,high,Presqualene diphosphate synthase HpnD. Pfam: SQS_PSY (PF00494.25).,2.5.1.-;2.5.1.32;2.5.1.99,confirmed,0,,agree,literature (SwissProt-curated),1,eggNOG;SwissProt;Pfam;Foldseek;STRING,MS-detected,0
